# Données du deuxième détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
1051,1265158.007,63,119,17
1052,1265727.279,33,116,17
1053,1266677.720,12,122,17
1054,1267733.284,42,127,19
1055,1268686.945,10,124,17
1056,1268748.409,59,124,19
1057,1271447.294,68,121,19
1058,1273579.566,50,114,18
1059,1273785.622,38,130,19
1060,1274536.994,46,120,19
1061,1275293.520,43,119,19
1062,1275677.450,43,125,19
1063,1277877.306,111,122,16
1064,1278006.563,10,115,18
1065,1278017.980,22,118,18
1066,1278645.297,37,118,18
1067,1280457.499,42,119,19
1068,1281371.680,15,131,18
1069,1281428.755,13,116,17
1070,1281587.641,87,122,19
1071,1282086.312,19,124,16
1072,1283859.788,54,119,19
1073,1285698.634,41,126,17
1074,1286080.095,19,117,17
1075,1287334.183,220,114,19
1076,1288394.202,43,126,19
1077,1289355.241,25,121,17
1078,1289734.828,17,128,17
1079,1289946.800,63,128,19
1080,1290782.240,25,112,17
1081,1291498.982,46,130,19
1082,1292303.557,45,128,16
1083,1294117.643,20,130,17
1084,1294192.134,27,124,17
1085,1294374.794,59,119,19
1086,1295698.900,40,124,17
1087,1295807.146,65,121,16
1088,1296467.927,28,113,17
1089,1297315.287,85,120,19
1090,1300088.697,46,119,18
1091,1301243.892,15,127,17
1092,1301796.522,23,120,17
1093,1304072.951,60,128,19
1094,1305378.638,50,118,18
1095,1305865.292,76,120,19
1096,1306534.585,18,124,16
1097,1306812.002,20,117,19
1098,1307610.931,17,116,17
1099,1308526.422,24,125,18
1100,1308948.288,40,125,19
1101,1310421.757,76,123,19
1102,1311559.879,53,124,19
1103,1311843.127,47,124,17
1104,1313375.399,21,127,16
1105,1314247.679,44,121,17
1106,1314863.099,49,132,19
1107,1316184.060,43,122,18
1108,1317788.789,89,119,18
1109,1318097.543,43,114,19
1110,1318406.077,47,122,19
1111,1319042.521,24,122,17
1112,1319101.372,113,122,17
1113,1320209.181,36,122,18
1114,1320677.889,15,120,18
1115,1320684.797,56,120,19
1116,1320898.759,38,123,16
1117,1320917.962,27,123,16
1118,1322550.826,28,120,16
1119,1323456.793,30,131,17
1120,1324965.571,42,124,17
1121,1331338.144,64,133,19
1122,1331778.993,55,120,19
1123,1331954.314,74,122,19
1124,1333672.203,25,120,17
1125,1339189.119,61,122,19
1126,1340965.249,148,126,16
1127,1342770.454,29,129,18
1128,1342935.296,43,122,19
1129,1343288.642,27,112,17
1130,1345073.876,37,122,17
1131,1347274.481,18,123,18
1132,1348092.418,21,123,16
1133,1348954.070,31,124,18
1134,1350714.242,104,122,19
1135,1351886.168,42,117,19
1136,1352422.392,38,120,16
1137,1355479.347,24,123,17
1138,1355908.076,14,123,16
1139,1358087.287,11,120,16
1140,1359929.894,17,124,17
1141,1366327.098,57,122,19
1142,1367449.921,35,118,16
1143,1367671.432,57,119,17
1144,1368622.329,32,118,18
1145,1369101.229,19,123,17
1146,1369923.748,20,124,17
1147,1372209.577,21,237,17
1148,1376288.946,33,116,18
1149,1376417.273,23,131,18
1150,1376560.457,22,119,16
1151,1376604.797,48,119,19
1152,1377709.158,37,118,16
1153,1379504.777,38,117,19
1154,1380727.793,13,119,17
1155,1381634.097,18,121,17
1156,1382902.152,85,117,17
1157,1385408.164,20,120,17
1158,1385737.782,119,116,19
1159,1389812.080,43,125,19
1160,1391054.037,30,127,16
1161,1392789.293,14,131,17
1162,1393739.530,33,120,18
1163,1396611.647,416,119,18
1164,1397136.167,38,122,18
1165,1397507.919,20,125,17
1166,1400699.988,24,125,16
1167,1403589.339,17,122,17
1168,1405483.342,26,125,17
1169,1411423.926,31,127,19
1170,1412656.008,93,123,19
1171,1415308.649,62,125,19
1172,1416472.498,29,122,19
1173,1418645.767,41,125,17
1174,1421856.310,21,239,17
1175,1422493.139,17,123,18
1176,1424760.917,14,122,16
1177,1425549.731,72,124,19
1178,1426930.463,29,124,16
1179,1427861.187,24,120,17
1180,1430026.970,20,124,17
1181,1430998.286,15,118,17
1182,1433002.348,47,116,19
1183,1434878.294,12,125,17
1184,1436134.696,21,128,16
1185,1436499.823,66,114,18
1186,1436596.403,19,115,17
1187,1438874.271,69,123,19
1188,1439007.632,36,128,19
1189,1441899.611,24,125,16
1190,1442000.272,58,120,18
1191,1442435.166,40,121,19
1192,1442969.683,40,119,17
1193,1445599.073,60,120,19
1194,1445788.310,26,127,17
1195,1446416.459,20,120,17
1196,1447796.164,45,133,16
1197,1450432.265,22,123,18
1198,1450611.172,29,125,19
1199,1450620.835,56,125,19
1200,1452595.163,50,125,17
1201,1453572.136,25,123,16
1202,1454078.631,24,120,17
1203,1457060.167,62,124,19
1204,1457713.365,16,123,17
1205,1458761.092,21,120,17
1206,1458948.080,74,123,19
1207,1459174.015,43,123,17
1208,1459316.780,38,121,18
1209,1461001.239,26,122,18
1210,1462304.143,64,119,19
1211,1463245.754,16,113,18
1212,1464238.341,68,122,19
1213,1467717.710,20,123,17
1214,1470047.559,17,123,17
1215,1471149.170,17,125,17
1216,1471159.263,54,118,19
1217,1474179.765,60,124,18
1218,1474349.145,26,118,18
1219,1476462.107,62,120,19
1220,1478037.985,16,122,16
1221,1478450.268,93,122,19
1222,1478694.851,20,122,16
1223,1481941.652,44,131,19
1224,1483403.062,55,127,19
1225,1485302.557,18,125,18
1226,1485841.917,22,125,17
1227,1486292.577,37,123,19
1228,1487031.339,17,119,16
1229,1487916.093,35,121,19
1230,1488458.205,33,119,16
1231,1488655.256,12,124,17
1232,1488863.809,85,124,17
1233,1491482.102,14,120,16
1234,1492177.875,48,119,19
1235,1492318.749,23,116,19
1236,1493194.317,85,125,16
1237,1493521.953,144,124,19
1238,1495126.553,16,117,17
1239,1495299.125,128,118,17
1240,1498220.045,104,117,19
1241,1500362.813,81,121,19
1242,1501928.713,27,119,17
1243,1502238.350,64,122,18
1244,1503182.191,40,122,19
1245,1505101.453,17,125,19
1246,1506536.049,18,116,16
1247,1507076.948,43,128,19
1248,1508460.824,68,119,17
1249,1510752.805,32,122,17
1250,1513776.653,10,117,18
1251,1518142.097,19,119,17
1252,1518729.392,24,122,17
1253,1519008.985,17,125,16
1254,1520007.916,24,119,16
1255,1520400.072,23,114,17
1256,1520529.744,22,123,18
1257,1520588.075,27,124,19
1258,1520820.777,24,118,18
1259,1523685.223,27,137,16
1260,1523754.328,53,125,19
1261,1524177.547,23,119,18
1262,1524883.489,46,124,16
1263,1525308.918,43,118,19
1264,1525541.445,43,116,19
1265,1526402.828,51,125,16
1266,1526641.995,15,122,17
1267,1529239.194,29,128,18
1268,1529541.202,90,126,18
1269,1530996.473,25,121,16
1270,1531746.490,50,133,16
1271,1533950.663,133,127,17
1272,1534989.311,60,120,19
1273,1535828.590,22,119,18
1274,1538228.724,13,123,16
1275,1539322.229,73,127,19
1276,1539826.701,46,127,16
1277,1541203.432,26,123,17
1278,1541960.268,18,120,18
1279,1544594.677,24,116,18
1280,1544775.355,12,128,18
1281,1546533.450,14,119,16
1282,1548555.326,116,115,19
1283,1549314.587,13,123,16
1284,1550590.023,16,118,16
1285,1551842.425,45,126,18
1286,1551985.527,27,120,17
1287,1552634.892,51,123,17
1288,1555688.585,43,122,19
1289,1559565.503,45,240,18
1290,1560671.122,46,116,19
1291,1562703.772,45,131,19
1292,1566313.436,106,130,19
1293,1566433.742,18,120,17
1294,1567336.339,31,126,17
1295,1568261.536,35,121,19
1296,1568522.073,119,122,19
1297,1568673.802,18,126,19
1298,1568708.990,12,121,17
1299,1569447.637,45,118,17
1300,1569702.634,17,124,17
1301,1571381.143,76,117,19
1302,1571997.285,90,120,18
1303,1572189.806,26,126,18
1304,1573234.856,17,126,17
1305,1574158.625,46,123,19
1306,1574499.901,38,120,17
1307,1578129.330,27,117,18
1308,1579389.229,38,124,19
1309,1581367.161,53,125,18
1310,1582257.924,15,123,16
1311,1582637.746,59,119,19
1312,1583356.161,102,119,17
1313,1584847.759,109,128,17
1314,1585248.701,15,130,16
1315,1585639.016,24,115,17
1316,1586031.076,60,120,19
1317,1587982.931,102,132,19
1318,1589005.802,46,115,17
1319,1589008.845,56,122,19
1320,1590098.523,48,122,19
1321,1591248.480,30,125,18
1322,1591471.276,22,126,17
1323,1592062.073,55,122,17
1324,1594408.007,20,123,19
1325,1595379.473,35,115,17
1326,1597242.757,27,119,18
1327,1598163.853,23,115,17
1328,1600999.278,21,134,17
1329,1601209.092,43,128,17
1330,1601704.487,31,113,19
1331,1601855.026,36,125,17
1332,1602050.307,32,124,17
1333,1602598.959,51,120,19
1334,1602731.248,52,128,19
1335,1604088.601,64,120,17
1336,1604834.321,22,126,17
1337,1605179.531,88,127,19
1338,1607775.754,66,127,19
1339,1611092.964,16,119,16
1340,1614711.638,25,124,17
1341,1615719.803,22,126,17
1342,1616512.954,17,125,16
1343,1619197.168,146,126,18
1344,1619374.913,19,124,18
1345,1619515.348,22,128,17
1346,1619557.550,30,113,17
1347,1620533.060,15,119,17
1348,1620714.014,36,117,17
1349,1622683.955,54,127,18
1350,1623771.447,43,117,19
1351,1623806.550,38,118,18
1352,1624419.291,43,124,19
1353,1626629.692,22,125,19
1354,1626895.655,22,227,19
1355,1627793.810,116,136,17
1356,1628226.555,40,122,18
1357,1628294.333,39,122,16
1358,1631157.982,19,122,17
1359,1631711.176,24,122,17
1360,1632323.342,52,130,17
1361,1632338.105,36,118,17
1362,1632509.518,45,120,18
1363,1632831.371,14,118,16
1364,1634639.409,86,119,18
1365,1635901.246,14,133,17
1366,1639599.844,24,123,18
1367,1640218.083,20,119,17
1368,1647146.435,23,122,19
1369,1648892.377,32,121,16
1370,1649268.253,32,126,18
1371,1650546.363,85,135,19
1372,1651087.894,39,125,19
1373,1651112.678,30,120,16
1374,1653239.869,56,119,19
1375,1655057.941,23,123,16
1376,1655992.877,42,125,19
1377,1656061.746,42,124,19
1378,1657001.187,175,125,19
1379,1657184.923,52,122,18
1380,1659499.210,34,122,16
1381,1659505.346,45,122,17
1382,1661200.799,20,121,17
1383,1661744.243,21,119,18
1384,1665719.117,22,128,18
1385,1666162.859,86,124,19
1386,1666756.246,55,122,19
1387,1667466.515,44,123,19
1388,1668558.519,44,124,19
1389,1668778.283,14,120,18
1390,1669380.571,75,127,16
1391,1669491.196,47,126,19
1392,1669668.550,15,123,18
1393,1670200.590,19,122,19
1394,1672778.571,22,130,17
1395,1673016.170,21,123,17
1396,1673056.774,22,120,18
1397,1673593.185,47,123,19
1398,1673795.510,49,243,19
1399,1674853.714,65,118,19
1400,1675408.167,99,115,19
1401,1675516.295,10,123,17
1402,1675603.954,20,124,16
1403,1677402.438,54,117,18
1404,1677406.337,55,122,19
1405,1677730.486,27,120,17
1406,1681099.716,56,126,16
1407,1681887.701,33,122,19
1408,1683720.755,41,123,19
1409,1684189.205,20,125,17
1410,1684607.610,81,112,16
1411,1684701.798,48,123,16
1412,1685204.841,39,123,17
1413,1688947.825,14,123,17
1414,1688965.189,20,118,16
1415,1689658.000,57,116,17
1416,1689779.982,26,122,17
1417,1690811.454,80,114,16
1418,1691289.123,37,133,18
1419,1691954.497,66,122,19
1420,1692311.842,64,122,19
1421,1692784.931,28,119,17
1422,1695460.135,20,117,17
1423,1695723.613,27,129,17
1424,1696239.000,26,124,17
1425,1697900.973,37,123,19
1426,1699770.323,93,120,16
1427,1700440.256,54,123,19
1428,1701013.355,56,120,19
1429,1702251.299,31,124,17
1430,1704181.465,50,126,19
1431,1705686.759,53,126,19
1432,1709354.739,22,129,18
1433,1711738.088,69,124,19
1434,1714585.023,19,116,17
1435,1714838.658,95,127,19
1436,1716048.023,131,121,19
1437,1716478.205,14,122,17
1438,1716956.064,31,119,18
1439,1719218.702,17,122,19
1440,1719917.918,79,124,19
1441,1720048.314,18,121,18
1442,1721722.199,20,124,18
1443,1723081.984,16,129,19
1444,1724832.297,45,121,17
1445,1725863.160,12,123,17
1446,1726940.478,42,120,19
1447,1726961.630,33,119,16
1448,1728539.839,124,125,19
1449,1729295.442,22,117,17
1450,1730284.979,49,119,17
1451,1730423.318,16,123,16
1452,1731002.598,24,121,16
1453,1734366.839,16,123,18
1454,1736130.498,30,126,16
1455,1736407.732,62,119,19
1456,1736768.373,61,128,19
1457,1738569.405,27,119,18
1458,1738614.340,25,124,16
1459,1739460.964,18,124,19
1460,1741178.484,19,119,17
1461,1745166.879,25,127,18
1462,1746325.150,21,121,17
1463,1746587.603,29,120,16
1464,1747882.625,31,117,19
1465,1748120.124,22,119,18
1466,1751401.483,50,122,19
1467,1755733.207,52,234,18
1468,1757673.168,64,133,17
1469,1758396.035,39,123,19
1470,1760298.761,172,121,19
1471,1760560.358,170,123,19
1472,1761217.305,46,118,17
1473,1762066.655,50,122,18
1474,1765677.279,51,123,19
1475,1767434.416,17,119,16
1476,1769329.006,42,113,19
1477,1770555.050,55,121,17
1478,1771123.479,32,132,18
1479,1771870.339,14,120,18
1480,1772089.286,43,125,16
1481,1772255.055,28,116,17
1482,1772869.510,48,121,16
1483,1775406.858,22,121,17
1484,1776018.558,15,120,18
1485,1776430.960,32,124,16
1486,1777971.718,40,126,17
1487,1779913.241,52,125,19
1488,1790986.528,51,122,19
1489,1791449.549,60,133,19
1490,1792006.865,61,120,19
1491,1792686.016,36,118,16
1492,1793690.005,19,123,18
1493,1795803.732,25,119,18
1494,1796260.625,23,118,19
1495,1797350.704,20,116,18
1496,1797462.681,21,122,18
1497,1797678.753,11,124,19
1498,1803692.614,41,120,18
1499,1803867.700,22,131,18
1500,1804468.664,38,115,19
1501,1804625.553,31,126,18
1502,1805591.622,90,126,18
1503,1808049.903,26,129,16
1504,1809178.543,28,118,17
1505,1810312.281,25,124,16
1506,1811827.526,11,125,18
1507,1813039.311,15,124,19
1508,1814941.244,165,118,19
1509,1817115.047,35,122,18
1510,1817268.270,75,124,18
1511,1817923.232,102,124,19
1512,1820239.522,47,120,19
1513,1820417.004,30,120,16
1514,1821015.743,65,124,19
1515,1821533.254,56,119,18
1516,1822014.699,52,116,19
1517,1822753.281,27,119,16
1518,1823751.400,74,121,19
1519,1824824.816,33,120,16
1520,1825165.113,35,122,19
1521,1825497.302,30,122,18
1522,1825783.553,86,120,19
1523,1826894.376,44,119,17
1524,1830931.274,204,122,18
1525,1831341.071,25,119,18
1526,1831388.850,22,128,17
1527,1832020.549,30,121,17
1528,1832191.026,86,127,19
1529,1833055.279,14,119,16
1530,1833409.564,20,123,16
1531,1838647.709,42,121,19
1532,1840776.382,96,128,19
1533,1841001.031,17,123,17
1534,1841472.361,38,125,17
1535,1842423.181,18,131,16
1536,1843748.943,19,120,18
1537,1845885.375,21,126,17
1538,1848121.397,31,119,19
1539,1848864.454,60,114,18
1540,1849958.718,81,118,19
1541,1853151.413,90,125,18
1542,1853388.152,48,123,18
1543,1855170.555,61,119,19
1544,1856642.258,29,118,17
1545,1858954.039,91,130,19
1546,1859524.354,18,122,17
1547,1859902.848,29,125,18
1548,1861965.863,96,120,18
1549,1864412.513,27,128,17
1550,1864722.653,50,121,19
1551,1868251.756,67,132,16
1552,1868521.613,13,123,19
1553,1870020.448,89,125,19
1554,1870103.204,48,119,16
1555,1870339.033,59,128,19
1556,1870920.996,29,122,16
1557,1872706.120,49,121,18
1558,1873268.877,25,122,17
1559,1873371.167,71,120,18
1560,1873769.715,37,243,19
1561,1874821.549,16,124,16
1562,1874926.862,41,118,17
1563,1875137.199,19,122,16
1564,1877565.113,46,118,19
1565,1878652.623,17,124,18
1566,1878880.927,43,126,16
1567,1881343.643,30,118,17
1568,1881826.350,62,122,18
1569,1882940.311,22,121,17
1570,1883363.677,21,118,16
1571,1884644.408,30,123,16
1572,1884985.585,13,233,17
1573,1887135.328,37,121,17
1574,1888016.338,27,128,17
1575,1889170.498,50,122,17
1576,1889720.382,18,125,17
1577,1893762.614,70,122,17
1578,1895316.118,28,123,17
1579,1896176.107,14,123,19
1580,1896927.398,68,118,19
1581,1902664.240,37,125,18
1582,1903505.704,21,123,18
1583,1907951.888,18,128,18
1584,1908294.412,32,126,16
1585,1908725.051,107,114,18
1586,1909625.450,13,122,17
1587,1911537.580,152,124,19
1588,1912299.574,23,115,18
1589,1913310.306,18,119,18
1590,1915250.099,43,118,17
1591,1915261.829,109,120,19
1592,1922341.886,23,123,19
1593,1923155.666,25,121,18
1594,1924251.816,63,129,17
1595,1924402.941,38,124,17
1596,1925545.723,20,122,17
1597,1929307.652,20,122,17
1598,1929674.375,25,122,17
1599,1930411.477,56,116,19
1600,1931966.519,30,125,18
1601,1933589.491,17,123,19
1602,1936100.226,161,121,18
1603,1936291.163,27,126,17
1604,1937714.563,47,135,17
1605,1938659.361,15,117,19
1606,1939103.027,21,122,18
1607,1939909.176,43,115,17
1608,1941307.744,83,123,19
1609,1941555.638,46,119,17
1610,1942353.016,72,119,19
1611,1944101.886,50,124,17
1612,1945618.232,159,121,19
1613,1947641.002,67,117,19
1614,1949522.947,78,127,18
1615,1950097.815,93,122,18
1616,1950386.278,49,124,19
1617,1950729.412,20,123,17
1618,1951816.087,69,122,19
1619,1952556.333,18,128,17
1620,1953439.274,32,119,16
1621,1953969.115,60,118,17
1622,1954692.340,14,124,17
1623,1954909.630,49,135,17
1624,1956907.077,104,124,17
1625,1958720.480,59,129,19
1626,1960851.067,45,121,19
1627,1961644.723,36,118,19
1628,1962190.551,67,123,18
1629,1963191.668,73,119,19
1630,1965771.660,37,124,18
1631,1966665.044,77,117,16
1632,1969297.919,47,126,17
1633,1970884.954,73,118,19
1634,1972651.489,62,112,19
1635,1972810.209,83,126,18
1636,1972939.064,33,121,17
1637,1974769.598,77,120,18
1638,1975759.588,28,119,16
1639,1978467.035,69,121,17
1640,1980163.341,26,118,19
1641,1980315.981,13,125,17
1642,1980316.152,18,118,18
1643,1981406.563,21,121,17
1644,1982044.474,47,127,19
1645,1982588.701,62,122,18
1646,1982884.454,51,124,19
1647,1985442.709,104,120,17
1648,1986306.595,14,117,18
1649,1986537.141,64,132,18
1650,1987446.053,42,121,19
1651,1988048.116,52,119,19
1652,1988329.480,39,124,18
1653,1988576.432,140,122,18
1654,1990371.751,49,122,18
1655,1991615.936,21,120,17
1656,1991770.954,13,122,17
1657,1993891.220,27,125,16
1658,1996316.098,42,122,19
1659,1996496.666,66,128,19
1660,1996943.338,21,119,18
1661,1997177.231,18,119,16
1662,1998611.592,17,123,18
1663,2001154.905,75,124,18
1664,2001335.359,145,121,18
1665,2001577.269,38,122,18
1666,2001915.512,83,118,19
1667,2002795.053,128,121,17
1668,2002898.652,33,118,17
1669,2004249.610,37,120,18
1670,2005326.587,15,121,16
1671,2007140.973,43,120,18
1672,2007437.822,48,114,17
1673,2007939.292,21,122,17
1674,2008643.886,28,120,18
1675,2008985.704,75,127,19
1676,2009002.899,18,124,17
1677,2009119.798,15,119,17
1678,2010800.578,27,120,17
1679,2012513.740,48,128,18
1680,2012791.172,26,120,18
1681,2014186.940,46,124,16
1682,2014671.620,84,121,17
1683,2015079.617,107,119,18
1684,2016201.152,41,117,19
1685,2016473.224,18,126,17
1686,2018351.567,70,116,17
1687,2019323.838,57,123,19
1688,2020556.469,14,118,17
1689,2021619.852,52,129,18
1690,2022926.932,36,121,16
1691,2025193.954,28,115,17
1692,2028325.945,18,125,17
1693,2029480.600,68,126,19
1694,2029512.987,38,117,16
1695,2032529.234,39,124,16
1696,2033150.479,12,123,17
1697,2033167.159,34,122,16
1698,2033941.957,27,120,17
1699,2034559.969,36,117,18
1700,2034877.182,77,122,19
1701,2038395.175,47,132,16
1702,2039577.045,21,121,17
1703,2039930.103,21,117,17
1704,2040060.281,33,116,17
1705,2040761.703,22,125,17
1706,2040966.014,18,126,16
1707,2041064.874,69,114,18
1708,2041642.455,13,119,17
1709,2044401.901,59,115,19
1710,2045436.944,16,121,19
1711,2046492.369,20,124,18
1712,2047270.759,48,127,19
1713,2048653.497,38,120,18
1714,2055170.484,19,117,18
1715,2056407.804,41,122,19
1716,2059090.897,15,124,17
1717,2059879.185,64,119,16
1718,2060909.346,17,125,17
1719,2062291.152,39,116,17
1720,2063514.836,43,114,16
1721,2063528.095,24,120,16
1722,2063842.432,75,122,18
1723,2067096.409,42,125,18
1724,2067297.919,22,121,17
1725,2067455.231,203,121,19
1726,2067769.675,38,124,17
1727,2068474.537,32,115,19
1728,2070129.876,17,119,18
1729,2073908.879,18,125,18
1730,2074449.318,213,126,19
1731,2075469.803,51,120,19
1732,2075548.823,11,121,18
1733,2076804.392,14,120,17
1734,2077103.304,66,118,19
1735,2082480.515,65,128,16
1736,2084442.856,20,116,17
1737,2084713.117,23,119,16
1738,2087460.127,38,122,16
1739,2090592.642,19,120,17
