# Données du premier détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
1049,1297315.287,87,117,19
1050,1298338.516,19,124,16
1051,1299067.850,70,116,18
1052,1300345.558,27,115,18
1053,1301984.801,144,119,17
1054,1303816.567,32,114,17
1055,1304072.953,59,115,19
1056,1305865.290,72,118,19
1057,1307884.981,17,112,17
1058,1308948.285,45,115,19
1059,1309332.868,51,115,18
1060,1310351.579,41,117,17
1061,1310421.759,72,117,19
1062,1310757.004,25,116,16
1063,1310878.308,22,121,19
1064,1311559.881,56,118,19
1065,1314626.403,47,117,16
1066,1314863.107,54,117,19
1067,1316238.865,16,119,17
1068,1317601.099,17,117,17
1069,1318097.543,41,116,19
1070,1318406.074,43,119,19
1071,1320684.797,53,116,19
1072,1324756.771,22,116,19
1073,1325719.668,31,118,16
1074,1331338.146,61,120,19
1075,1331778.989,56,118,19
1076,1331954.316,78,115,19
1077,1336672.168,25,130,16
1078,1336729.273,24,115,16
1079,1338614.442,32,114,18
1080,1339189.119,66,117,19
1081,1340486.190,61,114,18
1082,1342935.293,45,114,19
1083,1344732.036,19,119,17
1084,1350714.247,109,114,19
1085,1351886.164,41,116,19
1086,1352824.860,35,117,16
1087,1353518.113,29,119,17
1088,1357304.436,35,117,16
1089,1359534.702,43,117,16
1090,1360482.930,39,122,18
1091,1364459.163,31,120,17
1092,1364696.905,53,119,17
1093,1368923.540,15,127,17
1094,1370230.126,28,119,18
1095,1376604.796,53,122,19
1096,1379096.478,38,124,18
1097,1379504.777,43,124,19
1098,1380315.219,18,117,16
1099,1383994.730,17,121,18
1100,1385084.821,21,128,17
1101,1385575.173,24,118,19
1102,1385737.786,115,119,19
1103,1387244.918,21,116,16
1104,1388707.637,18,124,16
1105,1389812.083,40,115,19
1106,1391436.557,28,116,17
1107,1391935.187,32,125,16
1108,1395911.383,28,117,16
1109,1396344.253,29,120,16
1110,1400573.978,16,119,18
1111,1400679.875,30,130,18
1112,1404354.175,20,118,17
1113,1406305.485,36,119,18
1114,1407098.146,113,127,18
1115,1408543.978,30,119,18
1116,1410568.828,28,122,17
1117,1411423.923,34,119,19
1118,1412656.002,92,126,19
1119,1414416.445,18,118,17
1120,1415154.090,22,118,17
1121,1415166.115,22,126,17
1122,1415308.645,61,119,19
1123,1416417.867,19,123,16
1124,1416472.494,32,119,19
1125,1416540.138,16,118,16
1126,1416843.329,66,126,16
1127,1418366.689,64,116,17
1128,1420902.793,17,125,17
1129,1422652.006,28,118,16
1130,1423665.766,21,119,17
1131,1425549.726,72,126,19
1132,1425665.486,71,115,16
1133,1433002.347,47,118,19
1134,1433112.832,38,118,18
1135,1433127.212,20,118,16
1136,1433543.320,42,122,17
1137,1437406.686,58,118,18
1138,1437841.913,22,120,18
1139,1438651.650,125,118,16
1140,1438874.267,66,120,19
1141,1439007.633,37,118,19
1142,1439929.914,27,117,16
1143,1441882.525,32,121,17
1144,1442435.164,43,117,19
1145,1444683.972,16,122,17
1146,1445599.075,61,120,19
1147,1448609.443,49,117,17
1148,1448966.968,51,118,18
1149,1449408.679,27,117,16
1150,1450866.993,32,119,18
1151,1453631.241,22,116,17
1152,1454723.295,16,115,16
1153,1456495.592,32,118,16
1154,1456576.820,61,116,17
1155,1457060.165,66,114,19
1156,1457511.077,21,114,19
1157,1457818.703,21,118,17
1158,1458948.080,72,115,19
1159,1462191.769,15,120,17
1160,1462304.147,69,119,19
1161,1462375.463,21,119,16
1162,1464238.341,66,116,19
1163,1467194.022,17,123,18
1164,1467217.770,19,115,17
1165,1467983.566,45,117,17
1166,1468317.485,30,117,16
1167,1471159.258,52,119,19
1168,1472421.557,18,117,16
1169,1472889.992,25,116,18
1170,1474520.809,38,120,16
1171,1474982.490,25,115,18
1172,1476462.107,62,121,19
1173,1477957.771,35,118,17
1174,1478321.210,15,120,17
1175,1478450.266,93,115,19
1176,1481686.712,34,115,17
1177,1481941.657,47,117,19
1178,1481962.053,17,114,16
1179,1482491.753,43,116,17
1180,1483403.062,54,114,19
1181,1483669.875,32,117,17
1182,1483861.758,97,114,18
1183,1484778.891,20,115,17
1184,1484840.527,20,120,16
1185,1485405.810,28,118,18
1186,1486292.579,41,130,19
1187,1487916.093,35,120,19
1188,1488323.451,24,118,17
1189,1492177.873,47,118,19
1190,1493521.949,143,122,19
1191,1498220.045,109,115,19
1192,1500362.815,80,117,19
1193,1503182.196,45,117,19
1194,1503308.871,17,120,18
1195,1505101.449,21,117,19
1196,1505682.116,17,117,17
1197,1506588.429,33,123,16
1198,1507076.948,46,116,19
1199,1507659.316,16,121,19
1200,1511958.771,27,125,18
1201,1514199.390,19,118,17
1202,1514861.197,16,117,16
1203,1515907.050,52,121,17
1204,1515970.815,19,117,17
1205,1517953.138,27,119,17
1206,1518980.295,15,118,17
1207,1521581.163,20,125,19
1208,1521735.605,35,119,16
1209,1523754.326,51,125,19
1210,1524372.158,28,117,16
1211,1524688.840,97,120,17
1212,1525308.915,48,127,19
1213,1525466.373,27,123,17
1214,1525541.440,45,127,19
1215,1526142.747,36,120,16
1216,1529541.209,90,119,18
1217,1531379.456,21,122,17
1218,1534878.303,39,119,17
1219,1534947.118,16,121,17
1220,1534961.443,18,119,17
1221,1534989.312,61,122,19
1222,1538069.658,26,125,17
1223,1538073.666,24,124,16
1224,1538831.444,23,117,18
1225,1539322.232,72,117,19
1226,1541809.410,32,127,16
1227,1543736.721,36,117,18
1228,1546358.975,40,126,17
1229,1548555.328,119,117,19
1230,1549678.632,51,118,18
1231,1553576.016,62,120,18
1232,1555366.029,69,118,16
1233,1555688.585,41,121,19
1234,1559345.714,50,120,18
1235,1559556.565,19,122,16
1236,1560671.123,48,119,19
1237,1561210.630,16,129,16
1238,1562703.776,45,118,19
1239,1563113.257,26,120,18
1240,1564718.581,27,135,16
1241,1564817.714,99,115,18
1242,1566313.434,109,115,19
1243,1567854.606,21,117,16
1244,1567982.435,24,114,17
1245,1568261.534,35,115,19
1246,1568522.075,122,118,19
1247,1568673.803,15,116,19
1248,1571167.711,104,116,18
1249,1571381.141,76,116,19
1250,1574158.625,51,118,19
1251,1575004.620,58,114,17
1252,1575663.715,43,114,17
1253,1579389.228,43,124,19
1254,1579417.409,21,115,18
1255,1581367.166,50,115,18
1256,1581512.000,41,119,18
1257,1582637.743,55,114,19
1258,1586031.076,59,114,19
1259,1587982.929,101,115,19
1260,1588100.600,15,118,16
1261,1588489.874,19,118,17
1262,1588520.318,19,118,18
1263,1589008.848,61,122,19
1264,1589779.225,19,117,17
1265,1590098.523,49,119,19
1266,1592010.189,42,118,17
1267,1592091.069,43,124,16
1268,1594249.225,25,117,18
1269,1595881.562,41,117,18
1270,1598689.234,57,120,18
1271,1601704.486,32,116,19
1272,1602120.234,24,116,16
1273,1602598.964,50,122,19
1274,1602731.244,54,115,19
1275,1603631.262,17,118,17
1276,1604460.060,36,116,17
1277,1605179.532,85,119,19
1278,1605378.448,17,114,18
1279,1607775.755,66,115,19
1280,1610691.512,69,119,16
1281,1612304.337,48,117,18
1282,1614477.379,55,114,18
1283,1618772.173,23,116,17
1284,1619197.163,143,118,18
1285,1620392.579,21,116,17
1286,1621253.012,15,117,18
1287,1623280.417,15,120,17
1288,1623771.450,46,117,19
1289,1624222.950,43,117,17
1290,1624419.293,45,118,19
1291,1625168.821,24,121,18
1292,1626895.656,20,117,19
1293,1627115.882,22,118,17
1294,1628254.410,85,132,17
1295,1629892.215,30,117,17
1296,1634470.579,29,116,18
1297,1634639.406,82,120,18
1298,1644971.609,26,119,18
1299,1647508.422,17,118,17
1300,1648997.566,24,123,18
1301,1650458.461,37,115,16
1302,1650546.360,90,116,19
1303,1651087.896,38,115,19
1304,1651606.770,16,118,17
1305,1651645.929,21,116,18
1306,1652384.531,17,114,17
1307,1653239.872,61,119,19
1308,1656009.766,50,118,18
1309,1656061.746,46,118,19
1310,1656974.661,20,125,17
1311,1657001.190,175,120,19
1312,1658061.750,41,124,16
1313,1658260.290,26,120,17
1314,1658933.286,25,120,17
1315,1663526.348,41,123,18
1316,1664827.177,33,120,17
1317,1666145.000,15,122,18
1318,1666162.860,87,120,19
1319,1666756.247,54,131,19
1320,1667512.893,58,119,19
1321,1667577.045,33,127,17
1322,1668558.524,49,117,19
1323,1669491.194,46,121,19
1324,1669583.801,17,127,17
1325,1670675.190,20,119,17
1326,1673593.189,45,121,19
1327,1673795.513,46,117,19
1328,1674853.710,66,117,19
1329,1675408.168,101,119,19
1330,1677037.881,19,119,17
1331,1677406.333,54,119,19
1332,1680528.226,49,116,16
1333,1681376.262,27,119,18
1334,1681887.701,38,123,19
1335,1681928.410,30,125,17
1336,1682224.773,20,120,17
1337,1683720.754,43,119,19
1338,1684056.106,30,122,19
1339,1687752.221,32,120,17
1340,1690031.972,24,123,16
1341,1690781.518,16,119,17
1342,1691505.591,22,122,17
1343,1691594.882,27,119,17
1344,1691954.497,68,119,19
1345,1692311.840,65,122,19
1346,1693031.557,22,119,17
1347,1693807.868,19,122,18
1348,1697637.383,19,131,17
1349,1697900.974,41,122,19
1350,1697926.102,28,118,16
1351,1698876.081,20,117,18
1352,1700064.719,41,116,17
1353,1700326.695,29,118,17
1354,1700440.258,59,116,19
1355,1701013.351,61,117,19
1356,1702132.346,18,118,18
1357,1704072.946,35,115,17
1358,1704181.468,52,116,19
1359,1705686.761,57,116,19
1360,1707420.217,19,122,16
1361,1709667.706,22,118,16
1362,1710355.643,59,133,17
1363,1711738.087,73,115,19
1364,1711891.424,49,118,18
1365,1713210.224,95,118,16
1366,1714838.656,95,120,19
1367,1716048.019,130,118,19
1368,1717334.690,20,118,17
1369,1719917.915,78,122,19
1370,1720408.526,33,115,19
1371,1722933.598,64,117,16
1372,1725838.649,18,117,17
1373,1725848.714,21,121,18
1374,1726104.829,62,118,16
1375,1726940.476,45,121,19
1376,1728539.838,125,118,19
1377,1728607.010,38,114,19
1378,1730894.015,35,114,17
1379,1732424.656,50,114,16
1380,1736407.733,61,119,19
1381,1736768.372,59,115,19
1382,1739460.957,18,114,19
1383,1740093.042,24,117,19
1384,1741623.343,23,115,17
1385,1743377.822,23,117,17
1386,1743643.634,35,118,19
1387,1744254.663,27,121,17
1388,1744895.586,19,117,17
1389,1745214.043,30,121,17
1390,1750336.357,21,120,16
1391,1751401.484,53,117,19
1392,1753073.164,23,118,18
1393,1753259.585,23,122,18
1394,1753625.153,21,114,18
1395,1757522.447,29,116,17
1396,1757682.193,55,117,16
1397,1758396.037,41,120,19
1398,1760298.759,168,118,19
1399,1760560.359,168,118,19
1400,1765677.273,51,121,19
1401,1766990.392,42,115,16
1402,1767222.228,29,126,17
1403,1768075.593,21,118,18
1404,1768258.278,53,116,17
1405,1768471.724,26,114,18
1406,1769329.009,40,114,19
1407,1769800.024,20,118,18
1408,1769840.798,28,115,17
1409,1770254.473,17,115,16
1410,1772397.702,72,120,17
1411,1773485.260,16,118,17
1412,1773591.883,16,117,18
1413,1775291.043,42,118,18
1414,1779308.512,26,121,19
1415,1779913.241,51,118,19
1416,1781328.361,57,122,17
1417,1783722.029,58,123,17
1418,1786194.807,50,120,18
1419,1786215.098,25,123,17
1420,1787711.453,32,119,19
1421,1788954.158,27,122,17
1422,1790986.528,49,120,19
1423,1791449.547,61,120,19
1424,1792006.866,66,123,19
1425,1793592.748,19,119,18
1426,1793736.085,66,122,18
1427,1796260.626,28,117,19
1428,1796818.542,42,120,17
1429,1797128.725,32,119,18
1430,1797364.495,24,126,18
1431,1797678.751,16,117,19
1432,1802273.918,88,118,18
1433,1802680.685,85,120,17
1434,1803915.730,61,117,17
1435,1804468.669,40,121,19
1436,1804748.567,20,120,18
1437,1805591.621,88,122,18
1438,1806211.832,21,119,17
1439,1806605.613,45,120,17
1440,1807351.322,73,123,17
1441,1807871.933,39,120,17
1442,1809901.278,27,123,18
1443,1810652.114,27,122,17
1444,1810839.697,22,126,18
1445,1812669.424,21,124,17
1446,1812869.902,28,124,17
1447,1813039.309,20,118,19
1448,1814941.242,168,120,19
1449,1817268.270,80,128,18
1450,1817923.229,104,119,19
1451,1818167.272,19,120,17
1452,1818790.852,46,117,18
1453,1820239.524,50,117,19
1454,1821015.741,66,121,19
1455,1822014.698,51,117,19
1456,1822188.121,15,121,16
1457,1823751.403,76,119,19
1458,1824220.214,31,113,16
1459,1825082.795,93,116,17
1460,1825165.116,37,115,19
1461,1825187.989,49,115,18
1462,1825783.553,82,118,19
1463,1827000.069,20,116,16
1464,1827984.985,35,115,17
1465,1828921.512,42,115,16
1466,1831203.663,22,118,18
1467,1832151.924,48,115,17
1468,1832191.025,90,115,19
1469,1836405.369,92,118,18
1470,1838647.706,43,123,19
1471,1840344.749,17,118,18
1472,1840776.378,92,119,19
1473,1841662.255,18,117,18
1474,1842136.545,64,117,16
1475,1843974.851,19,118,17
1476,1846135.185,30,120,17
1477,1848121.397,28,118,19
1478,1849958.721,82,117,19
1479,1850496.623,43,119,17
1480,1852109.162,45,115,18
1481,1852548.714,17,115,17
1482,1853151.413,95,114,18
1483,1853388.154,47,119,18
1484,1855170.556,59,118,19
1485,1856866.744,35,115,17
1486,1857219.283,24,118,17
1487,1857341.978,20,115,17
1488,1858954.040,88,118,19
1489,1861965.866,95,122,18
1490,1862429.852,29,114,16
1491,1863469.023,65,117,17
1492,1864094.924,15,118,17
1493,1864722.654,46,120,19
1494,1868521.608,18,117,19
1495,1870020.445,90,117,19
1496,1870339.030,64,122,19
1497,1872517.783,112,119,16
1498,1872706.120,47,116,18
1499,1873769.713,39,117,19
1500,1876475.884,19,121,18
1501,1877565.107,45,118,19
1502,1877772.417,23,118,18
1503,1879165.940,51,119,18
1504,1879915.686,22,115,16
1505,1880049.753,20,115,18
1506,1880111.008,26,115,17
1507,1880370.643,24,119,18
1508,1881886.425,28,114,16
1509,1882053.894,21,114,17
1510,1882101.224,44,118,16
1511,1884740.503,22,127,18
1512,1885355.934,33,117,17
1513,1888049.623,31,120,18
1514,1888717.293,43,120,18
1515,1890429.233,26,119,18
1516,1896657.292,30,124,18
1517,1896927.396,66,117,19
1518,1897415.769,22,118,18
1519,1899709.110,17,119,16
1520,1900046.373,28,122,17
1521,1901326.843,22,119,18
1522,1902120.268,25,118,17
1523,1904169.428,62,123,16
1524,1905908.972,43,121,16
1525,1906103.203,26,119,16
1526,1906584.488,32,123,18
1527,1907086.770,27,116,18
1528,1908725.047,109,117,18
1529,1908960.760,48,116,17
1530,1909069.988,72,121,17
1531,1909399.426,113,115,16
1532,1911537.580,149,117,19
1533,1914586.634,27,119,16
1534,1916429.447,164,114,18
1535,1917060.608,19,116,16
1536,1919135.412,39,116,18
1537,1919496.248,18,118,16
1538,1919946.279,31,122,17
1539,1921287.464,21,119,19
1540,1921660.910,20,121,16
1541,1921901.337,25,118,18
1542,1922337.024,35,118,17
1543,1922341.889,23,117,19
1544,1924754.048,17,120,17
1545,1928793.459,21,117,19
1546,1930411.476,57,117,19
1547,1931943.382,15,120,17
1548,1934400.745,24,117,17
1549,1935406.368,16,117,17
1550,1936039.899,43,119,18
1551,1938659.357,18,124,19
1552,1938692.442,16,117,18
1553,1938694.224,33,117,18
1554,1938850.683,18,119,18
1555,1939601.919,43,115,18
1556,1939610.076,17,115,16
1557,1941307.743,80,122,19
1558,1942353.012,73,113,19
1559,1942877.516,57,115,18
1560,1945618.234,160,115,19
1561,1945830.834,25,117,17
1562,1946909.569,26,116,18
1563,1947641.005,68,117,19
1564,1947900.322,17,123,18
1565,1948035.654,50,126,17
1566,1948492.032,17,118,18
1567,1948671.488,19,121,16
1568,1949522.944,82,118,18
1569,1950097.814,92,118,18
1570,1951386.671,24,117,17
1571,1951455.083,17,120,17
1572,1951523.445,23,117,16
1573,1951816.086,68,116,19
1574,1952953.517,19,120,17
1575,1954715.988,69,118,19
1576,1955250.619,32,118,18
1577,1955346.468,41,118,17
1578,1956338.446,16,119,19
1579,1957514.808,19,116,19
1580,1958720.484,61,125,19
1581,1960851.067,43,118,19
1582,1961135.343,45,124,19
1583,1961215.023,16,115,16
1584,1961894.002,22,117,18
1585,1962090.938,52,124,17
1586,1962190.545,64,118,18
1587,1963191.667,72,123,19
1588,1963323.119,15,121,18
1589,1963771.763,81,122,16
1590,1965706.235,26,123,17
1591,1970884.957,70,122,19
1592,1970997.613,17,126,18
1593,1971172.878,64,120,18
1594,1971209.384,37,128,17
1595,1972651.488,59,124,19
1596,1972810.208,82,124,18
1597,1974769.601,76,117,18
1598,1974840.717,107,120,17
1599,1975494.066,18,127,16
1600,1975599.948,33,120,18
1601,1975786.370,16,124,18
1602,1976058.431,32,119,19
1603,1976628.416,33,118,16
1604,1976687.920,30,121,16
1605,1977809.051,41,118,16
1606,1978750.209,76,123,17
1607,1979675.651,19,117,17
1608,1982044.469,49,124,19
1609,1982183.602,18,117,18
1610,1982884.454,52,127,19
1611,1984310.446,82,118,16
1612,1984536.810,17,121,17
1613,1985618.059,16,127,17
1614,1986433.759,15,120,18
1615,1986537.138,62,124,18
1616,1987446.052,46,121,19
1617,1988048.119,52,120,19
1618,1988576.434,142,123,18
1619,1992552.244,26,126,17
1620,1992605.487,18,119,16
1621,1995090.901,15,116,18
1622,1996316.094,46,115,19
1623,1996496.666,66,117,19
1624,1996581.814,17,116,18
1625,2001154.903,80,116,18
1626,2001335.359,141,117,18
1627,2001915.510,87,119,19
1628,2003440.183,30,117,17
1629,2003502.006,53,115,17
1630,2004249.612,41,117,18
1631,2006755.773,22,114,18
1632,2008985.704,72,114,19
1633,2010846.003,30,123,17
1634,2012340.354,20,115,17
1635,2015079.616,112,117,18
1636,2015400.650,38,115,17
1637,2016201.153,46,118,19
1638,2016655.969,42,115,16
1639,2016661.607,42,116,17
1640,2018160.688,101,121,17
1641,2019323.843,61,119,19
1642,2021258.404,17,118,17
1643,2029480.596,68,118,19
1644,2031216.008,17,121,19
1645,2034877.180,80,119,19
1646,2036066.595,23,121,16
1647,2037528.244,18,121,16
1648,2037732.520,25,117,17
1649,2041064.873,72,118,18
1650,2041870.183,25,121,18
1651,2042618.623,21,116,17
1652,2043512.272,17,118,17
1653,2043844.648,53,118,16
1654,2045436.944,17,121,19
1655,2046561.450,57,117,18
1656,2047270.762,46,116,19
1657,2048103.789,23,120,18
1658,2048531.826,43,114,16
1659,2048653.498,42,114,18
1660,2048890.624,69,120,18
1661,2049119.145,33,118,18
1662,2049326.079,39,116,18
1663,2049380.843,29,116,17
1664,2054428.165,16,119,17
1665,2054814.337,30,118,17
1666,2055661.959,58,119,17
1667,2056407.805,38,118,19
1668,2060778.223,62,122,17
1669,2062751.464,22,118,18
1670,2063842.433,72,118,18
1671,2065784.961,30,121,16
1672,2067303.704,17,118,17
1673,2067455.229,200,208,19
1674,2068135.110,17,120,16
1675,2068474.537,34,118,19
1676,2070541.195,19,118,18
1677,2071968.221,46,122,19
1678,2075469.804,53,119,19
1679,2077103.305,62,118,19
1680,2079057.717,19,116,17
1681,2081544.089,43,118,18
1682,2085864.933,17,116,17
1683,2091783.204,42,115,19
1684,2092076.385,80,119,19
1685,2092488.481,41,115,18
1686,2093075.236,56,115,19
1687,2093307.196,134,123,19
1688,2094158.485,18,118,16
1689,2094631.297,57,119,19
1690,2095299.700,44,123,16
1691,2095746.210,17,121,17
1692,2097356.305,55,128,19
1693,2098887.539,38,121,19
1694,2099149.701,90,128,18
1695,2100837.249,24,121,16
1696,2102685.072,17,121,18
1697,2103135.598,19,123,16
1698,2104847.465,156,120,16
1699,2109068.598,17,123,17
1700,2109085.853,27,123,17
1701,2111967.081,28,127,18
1702,2111975.489,43,121,19
1703,2113180.755,32,120,17
1704,2114817.363,51,123,18
1705,2115892.982,22,118,16
1706,2116907.361,55,120,17
1707,2117198.643,45,122,18
1708,2117836.631,23,125,19
1709,2118928.850,20,119,17
1710,2123323.524,59,117,19
1711,2125195.071,16,120,16
1712,2129767.676,23,117,17
1713,2129881.992,48,120,19
1714,2132387.886,20,124,18
1715,2132424.811,134,128,18
1716,2133192.652,24,122,16
1717,2136913.198,41,120,16
1718,2137007.131,16,124,16
1719,2137781.353,49,120,19
1720,2138059.891,55,123,19
1721,2142876.290,431,120,17
1722,2142906.550,18,132,17
1723,2143923.261,50,120,17
1724,2144821.341,23,119,17
1725,2144898.572,32,123,17
1726,2145114.896,46,120,19
1727,2146621.654,109,123,17
1728,2148848.421,71,130,17
1729,2150342.992,15,120,17
1730,2150871.446,24,117,16
1731,2154104.872,38,117,19
1732,2155109.412,28,116,16
1733,2156653.637,45,118,19
1734,2158964.997,18,118,18
1735,2162595.428,16,116,18
1736,2164896.561,33,119,17
1737,2166107.772,28,116,17
